Status DB;comment;Channel;Account;Gruppe;Region;Verbund/Gruppe;Verbund 2/Gruppe 2;Strecken GH#;Payer#;Customer#;Name;Name Zusatz;street;ZIP-code;City;"new
Respons.";BuLand Abladestelle;Scoring;Plant;TSP;RegFT;Vorverladung;CallPlan;Anrufzeit;24/48er;EDI/TEL/FAX;EDI via BATconnect;delivery Prio;Call freq.;Mo;Di;Mi;Do;Fr;Sandwichpaletten;Abschlichten Originalpaletten;Kommivorgabe;"Sortenrein
ab 4ten cs";Shipping Instructions;"ZF Buchung
(Transporeon o andere)";"Info ordercuts
yes/no/summarized";"Info new GTIN
y/n/confirmation needed";nan;"only full MC
(exceptional tail brands)
yes/no";Hebebühne erforderlich;EuPal Pflicht?;Anlieferzeit;Kundeneigener WE Beleg;DDN live;DDN M@il;DESADV;GLN;EO-ID;F-ID;KAM;"CL
k €";BATconnect Sortiment;"Anzahl
Verkaufsstellen";Vorlauf regulär;"Tender
commitment to 48hrs
leadtime";check;SB bis 16.12.24;Calls pW;"old
Respons.
-10.3.25"
inaktiv;;newChannels;Amazon;;;;;54089964;54064973;54089964;AMAZON;Amazon EU SARL;Warmbreitbandstraße 3;44145;Dortmund;;05 - Nordrhein-Westfalen;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;43102851019;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;MK
inaktiv;;newChannels;Amazon;;;;;54090660;54064973;54090660;AMAZON;Amazon EU SARL c/o GEODIS;Im Freihafen 6B;47138;Duisburg;;05 - Nordrhein-Westfalen;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;CB
inaktiv;;newChannels;Amazon;;;;;54090658;54064973;54090658;AMAZON;"Amazon Deliveries – XDEU
DHL Solutions GmbH";Barentsstrasse 24;53881;Euskirchen;;05 - Nordrhein-Westfalen;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;400883005;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;MH
inaktiv;;newChannels;Amazon;;;;;54066327;54064973;54066327;AMAZON;Amazon Logistik Frankenthal GmbH;Am Römig 5;67227;Frankenthal;;;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;439990195960;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;CB
inaktiv;;newChannels;Amazon;;;;;54090155;54064973;54090155;AMAZON;Amazon EU SARL;Am Steingarten 2;7554;Gera;;;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;431028510011;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;MR
inaktiv;;newChannels;Amazon;;;;;54090661;54064973;54090661;AMAZON;Amazon EU SARL;Groner Siekanger 3;37081;Goettingen;;;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;405326507;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;AW
inaktiv;;newChannels;Amazon;;;;;54066405;54064973;54066405;AMAZON;Amazon Distribution GmbH;Amazonstrasse 1 / Zeppelinstrasse 2;86836;Graben;;;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;
inaktiv;;newChannels;Amazon;;;;;54090688;54064973;54090688;AMAZON;Amazon EU SARL c/o DHL;Rungedamm 32;21035;Hamburg;;;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;SdS
inaktiv;;newChannels;Amazon;;;;;54090687;54064973;54090687;AMAZON;Amazon EU SARL c/o ID-Logistics;Zum Haarstrauch 9-15;63546;Hammersbach;;;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;CB
inaktiv;;newChannels;Amazon;;;;;54090677;54064973;54090677;AMAZON;Amazon EU SARL c/o ID-Logistics;Zum Haarstrauch 9-15;63546;Hammersbach;;;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;430652305;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;MR
aktiv;"seid 06.02.; vorher Stadtring 265, 64720 Michelstadt";newChannels;Amazon;;;;;54090712;54064973;54090712;AMAZON;Amazon EU SARL c/o ID-Logistics GmbH;Zur Alten Molkerei 1;38350;Helmstedt;0;;;DE11;;;;Nein;;;;;;;;;;;;;;;;;yes;yes;;;yes;;;ZF Buchung;;;;;439990195854;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;MH
inaktiv;;newChannels;Amazon;;;;;54090685;54064973;54090685;AMAZON;Amazon EU SARL c/o ID Logistics Hammersbach GmbH;Hans-Geiger-Strasse 7;67661;Kaiserslautern;;05 - Nordrhein-Westfalen;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;43062866665;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;CK
inaktiv;;newChannels;Amazon;;;;;54090678;54064973;54090678;AMAZON;Amazon EU SARL c/o ID Logistics Hammersbach GmbH;Hans-Geiger-Strasse 7;67661;Kaiserslautern;;05 - Nordrhein-Westfalen;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;MK
inaktiv;;newChannels;Amazon;;;;;54090686;54064973;iegen;AMAZON;Ceva Logistics AMAZON XDEO;In den Neuwiesen 18;34593;Knüllwald;;;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;AW
inaktiv;;newChannels;Amazon;;;;;54010614;54064973;54010614;AMAZON;Amazon Koblenz GmbH;Amazonstrasse 1 / Industriepark A61;56330;Kobern-Gondorf;;;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;CB
inaktiv;;newChannels;Amazon;;;;;54090669;54064973;54090669;AMAZON;Amazon EU SARL c/o Ceva Logistics;Robert-Guthmann-Str. 30;15713;Königs Wusterhausen;;;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;40313001141;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;CK
inaktiv;;newChannels;Amazon;;;;;54066326;54064973;54066326;AMAZON;Amazon Distribution GmbH;Amazonstrasse 1;4347;Leipzig;;;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;40313001035;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;MH
inaktiv;;newChannels;Amazon;;;;;54090713;54064973;54090713;AMAZON;Amazon EU SARL c/o Hermes Fulfilment GmbH;Schillenbrink 4 - 6;32584;Loehne;;;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;MK
inaktiv;;newChannels;Amazon;;;;;54090106;54064973;54090106;AMAZON;Amazon EU SARL c/o XDEB DHL Aussenlager DHL Logistik-Center Ludwigsau;Im Fuldatal 2;36251;Ludwigsau OT Mecklar;;;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;CK
inaktiv;;newChannels;Amazon;;;;;54090165;54064973;54090165;AMAZON;Amazon EU SARL c/o BDEC DHL Aussenlager DHL Logistik-Center Ludwigsau;Im Fuldatal 2;36251;Ludwigsau OT Mecklar;;;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;AW
inaktiv;;newChannels;Amazon;;;;;54090710;54064973;54090710;AMAZON;"Amazon Deliveries XDU1
Geodis Malsfeld NS 3PL";Bornwiese 1;34323;Malsfeld;;;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;CK
inaktiv;;newChannels;Amazon;;;;;54088954;54064973;54088954;AMAZON;BDEA | AmazonBuyVIP -DE – Warehouse for Main Shipments and Samples DVG mbH C/O AmazonBuyVIP Germany;Heidestrasse 24;53340;Meckenheim;;;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;400880806;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;MK
inaktiv;;newChannels;Amazon;;;;;54064836;54064973;54064836;AMAZON;Amazon Logistik Mönchengladbach Gmb;Hamburgring 10;41179;MG-Rheindahlen;;;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;MH
inaktiv;;newChannels;Amazon;;;;;54090711;54064973;54090711;AMAZON;Amazon EU SARL c/o ID-Logistics GmbH;Stadtring 265;64720;Michelstadt;;;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;439990195854;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;MK
inaktiv;;newChannels;Amazon;;;;;54090730;54064973;54090730;AMAZON;Amazon EU SARL c/o Geodis AFT-X Mienenbuettel;Am Holz 3A;21629;Neu Wulmstorf-Mienenbuettel;;;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;MH
inaktiv;;newChannels;Amazon;;;;;54090668;54064973;54090668;AMAZON;Amazon EU SARL c/o XDEI GEODIS Außenlager GEODIS Logistics Deutschland GmbH;Bei der Lehmkuhle 2;21629;Neu Wulmstorf-Mienenbuettel;;;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;MK
inaktiv;;newChannels;Amazon;;;;;54090629;54064973;54090629;AMAZON;Amazon EU SARL c/o Geodis Logistics Deutschland GmbH;Im Lekkerland 2;46147;Oberhausen;;05 - Nordrhein-Westfalen;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;4306286137;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;MK
inaktiv;;newChannels;Amazon;;;;;54090731;54064973;54090731;AMAZON;Amazon EU SARL;Aurea 10;59302;Oelde;;;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;MH
inaktiv;;newChannels;Amazon;;;;;54066406;54064973;54066406;AMAZON;Amazon Pforzheim GmbH;Amazonstrasse 1 (A8 Exit 44 Pforzheim-Nord direction Bretten);75177;Pforzheim;;;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;CB
inaktiv;;newChannels;Amazon;;;;;54090628;54064973;54090628;AMAZON;Amazon EU SARL c/o XDEH Kühne + Nagel Außenlager Kühne + Nagel (AG & Co.) KG Betriebsstätte Rennerod;Industriegebiet Alsberg;56477;Rennerod;;;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;403445804;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;CK
inaktiv;;newChannels;Amazon;;;;;54090699;54064973;54090699;AMAZON;Amazon EU SARL c/o XDEH Kühne + Nagel Außenlager;Industriegebiet Alsberg;56477;Rennerod;;;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;400880202;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;MK
inaktiv;;newChannels;Amazon;;;;;54064896;54064973;54064896;AMAZON;Amazon Fulfillment Germany GmbH;Amazonstrasse 1 / Alte Landstrasse;47495;Rheinberg;;05 - Nordrhein-Westfalen;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;431028537018;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;AW
inaktiv;;newChannels;Amazon;;;;;54090698;54064973;54090698;AMAZON;Amazon EU SARL c/o XDEJ Baur Versand Außenlager Baur Versand GmbH & Co KG;Siegfried-Lapawa-Straße 1;96242;Sonnefeld;;;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;MH
inaktiv;;newChannels;Amazon;;;;;54066408;54064973;54066408;AMAZON;Amazon Logistik Suelzetal GmbH;Bielefelder Strasse 9;39171;Suelzetal;;;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;4306286779;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;MH
inaktiv;;newChannels;Amazon;;;;;54064895;54064973;54064895;AMAZON;Amazon Logistik Werne GmbH;Raiffeisenstrasse 7;59368;Werne a.d.Lippe;;;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;43062866023;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;MK
inaktiv;;newChannels;Amazon;;;;;54066407;54064973;54066407;AMAZON;Amazon Logistik Winsen GmbH;Borgwardstrasse 10;21423;Winsen an der Luhe;;;;DE11;;;;Nein;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;4306286311;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;0;
inaktiv;;newChannels;Amazon;;;;;;;54064973;Amazon EU SARL;;Marcel-Breuer-Str. 12;80807;München;;;;DE11;;;;Nein;06:00:00;24er;;;;;;;X;;;;;;;;no;;;;;;;;;;;;;;;Sina Tuthwol;;;;;;;CK/MK/MH/AW/SdS/CD/CB/MR;1;MH
aktiv;;V&WS;ATG;;;;;50035308;50035308;50034039;tobaccoland Automatenges.mbH&Co.KG;Regionalzentrale West;Alte Landstr. 3a;45329;Essen;Krystian;05 - Nordrhein-Westfalen;;DE56;;;;Ja;06:15:00;24er;Fax/Mail;;0;01;X;X;X;X;X;Nein;Nein;;;;no;yes;;;yes;;;07:00 - 09:00;;JA;;JA;;QCBDR+1DE668380;QCBDR<1DE668380269948;Yves Gerard;;;;24er;no;;SdS;5;CK
aktiv;Übernahme 50069697 / Lucas TW per 01.09.2025;V&WS;ATG;;;;;50035252;50035308;50035252;tobaccoland Automatenges.mbH&Co.KG;Regionalzentrale Süd;Leonberger Str. 88;71292;Friolzheim;Waleria;08 - Baden-Württemberg;;DE30;DE59;;;Ja;06:15:00;24er;Fax/Mail;;0;01;X;X;X;X;X;Nein;Nein;;;;no;yes;;;yes;;;06:00;;JA;;JA;43062866429;QCBDR+1DE668380;QCBDR<1DE668380394563;Yves Gerard;;;;24er;no;;CK;5;MR
aktiv;;V&WS;ATG;;;;;50034401;50034401;50034401;tobaccoland Automatenges.mbH&Co.KG;Regionalzentrale Ost;Seestr. 13;14974;Ludwigsfelde;Dariusz;12 - Brandenburg;;DE53;;;;Ja;06:15:00;24er;Fax/Mail;;0;01;X;X;X;X;X;Nein;Nein;;;;no;yes;;;yes;;;07:00 - 08:00;;JA;wareneingang-rzost@tobaccoland.com;JA;;QCBDR+1DE668380;QCBDR<1DE668380872738;Yves Gerard;;;;24er;no;;CD;5;MR
aktiv;;V&WS;ATG;;;;;50035004;50035308;50035004;tobaccoland Automatenges.mbH&Co.KG;Regionalzentrale Nord;Max-Weber-Str. 12;25451;Quickborn;MartaM;01 - Schleswig-Holstein;;DE54;;;;Ja;06:15:00;24er;Fax/Mail;;0;01;;X;;X;;Nein;Nein;;;;no;yes;;;yes;;;06:30 - 08:00;;JA;;JA;402487102;QCBDR+1DE668380;QCBDR<1DE668380886777;Yves Gerard;;;;24er;no;;SdS;2;MK
aktiv;;V&WS;AWB;;;Tagroko;;50034950;50033932;50034950;AWB Tabakwaren-Großeinkauf GmbH;;Brüsseler Str. 14;30539;Hannover;Dariusz;03 - Niedersachsen;;DE30;HAJ;;;Nein;06:11:00;24er;EDI;;X;01;;X;;;X;Nein;Nein;;;;no;;;;;;;07:00 - 08:00;;NEIN;;;4260298463888;QCBDR+1DE968757;QCBDR<1DE968757054388;Joachim Götzelmann;550;;;;;;CB;2;MR
aktiv;;V&WS;AWB;;;tabacos;;50033932;50033932;50033932;AWB Tabakwaren-Großeinkauf GmbH;;Brüsseler Str. 14;30539;Hannover;Dariusz;03 - Niedersachsen;;DE30;HAJ;;;Ja;06:11:00;24er;EDI;;X;01;;X;;;X;Nein;Nein;;;;no;;;;;nein;nein;07:00 -15:00;;NEIN;;;4260298463888;QCBDR+1DE968757;QCBDR<1DE968757054388;Joachim Götzelmann;550;;;24er;no;;CB;2;MR
aktiv;;Grocery;Bäko;;;;;50034883;50034883;50034883;Bäko;Bäcker- u. Konditoren-Einkauf;Lindenring 1;82024;Taufkirchen;Wioletta;09 - Bayern;;DE52;;;;Ja;06:25:00;48er;Fax/Mail;pot yes;0;01;;;;;X;Nein;Nein;;;;no;;;;;;;06:00 - 12:00;;NEIN;;;4031300001158;QCBDR+1DE246720;QCBDR<1DE246720819775;Alexander Weis;;;;;;;CK;1;MH
inaktiv;;IC-00-DE50;BATown Retail;;;;;52731106;52731106;52731106;Quantus Beteil.- & Beratungsges.mbH HES);;Schutterwälder Straße 23;1458;Ottendorf-Okrilla;Dariusz;12 - Brandenburg;;DE11;;;;Nein;06:25:00;48er;Fax/Mail;;;;;X;;;;Nein;Nein;;;;no;;;;;;;"Mo.bis Do. 08:00-16:00 Uhr/Freitags 08:00-14:00 Uhr
Kunde hat keine Rampe & keinen Stapler";;;;;;;;Marko Djuricic;;;;;;;MH;1;AW
aktiv;;Grocery;BELA;;;;;50035023;50034623;50034623;Bartels-Langness Handels-GmbH & Co. KG;Annahme Tor 94;Baeyerstr. 22;24536;Neumünster;Dariusz;01 - Schleswig-Holstein;;DE54;;;;Ja;06:21:00;48er;EDI;;0;01;;X;;;X;Nein;Nein;;;;no;yes;yes;;yes;rampenfähiges Fahrzeug;ja;Tor 94 / 07-12h;;JA;zigarette-nms@bela.de;JA;4051653000356;QCBDR+1DE114336;QCBDR<1DE114336318820;Erik Listemann;;;;;;;MR;2;MK
aktiv;;Grocery;BELA;;;;;50034707;50034707;50136835;Bela Handels-GmbH & Co. KG;;Försterdamm 1;18510;Wittenhagen;Dariusz;13 - Mecklenburg-Vorpommern;;DE53;;;;Ja;06:21:00;48er;EDI;;0;01;;X;;;X;Nein;Nein;;;;no;yes;yes;;yes;rampenfähiges Fahrzeug;ja;07-10h;;NEIN;wets-wittenhagen@bela.de;JA;4051653000417;QCBDR+1DE633562;QCBDR<1DE633562147437;Erik Listemann;;;;;;;MR;2;
aktiv;;V&WS;Bernhard Hagemann;;;Tagroko;;50034372;50033960;50034372;Bernhard Hagemann GmbH & Co;;Neuenkirchener Str. 200;48431;Rheine;MartaR;05 - Nordrhein-Westfalen;;DE56;;;;Nein;06:11:00;24er;EDI;;X;01;X;X;X;X;X;Nein;Nein;;;;no;;;;;;;07:00 - 10:00;;NEIN;;JA;4053265000007;QCBDR+1DE557120;QCBDR<1DE557120444365;Joachim Götzelmann;;;;;;;MR;5;
aktiv;;V&WS;Bernhard Hagemann;;;DTV;;50033960;50033960;50033960;Bernhard Hagemann GmbH & Co;;Neuenkirchener Str. 200;48431;Rheine;MartaR;05 - Nordrhein-Westfalen;;DE56;;;;Ja;06:11:00;24er;EDI;;X;01;X;X;X;X;X;Nein;Nein;;;;no;;;;;ja;ja;06:00 - 11:00;;NEIN;;JA;4053265000007;QCBDR+1DE557120;QCBDR<1DE557120444365;Joachim Götzelmann;;;;24er;no;;MR;5;SdS
inaktiv;nur noch iOT+NHS;V&WS;Biesinger;;;TGH (vormals TGV);;50034478;50034478;50034478;Biesinger GmbH;;Hauptstr. 43;79664;Wehr;Wioletta;08 - Baden-Württemberg;;DE30;DE59;;;Nein;11:00:00;48er;Tel;pot yes;0;01;;;;X;;Nein;Nein;;;;no;;;;;;;07:00 - 12:00;;NEIN;biesinger-tabakwaren@online.de;;4031300001240;QCBDR+1DE816388;QCBDR<1DE816388856084;Joachim Götzelmann;10;;;;;;MH;1;MH
aktiv;;Grocery;Brülle SB;;;;;50035286;50115368;50035286;Brülle SB Zentralmarkt GmbH & Co KG;;Kapellenstr. 8;65555;Limburg;MartaM;06 - Hessen;;DE58;;;;Ja;06:21:00;48er;EDI;;0;WO;;;;;X;Nein;Nein;;;;no;;;;;;;07:00 - 14:00;;JA;;;4260256022409;QCBDR+1DE237592;QCBDR<1DE237592020323;Daniel Meissner;;;;;;;SdS;1;MR
aktiv;;Grocery;Brülle SB;;;;;50034769;50115368;50034769;Brülle SB Zentralmarkt GmbH & Co KG;;Loddenheide 7;48155;Münster;Krystian;05 - Nordrhein-Westfalen;;DE56;;;;Ja;06:25:00;48er;Fax/Mail;;0;WO;;;X;;;Nein;Nein;;;;no;;;;;;;06:00 - 14:00;;NEIN;;;4260256022300;QCBDR+1DE237592;QCBDR<1DE237592479344;Daniel Meissner;;;;;;;AW;1;MH
aktiv;;Grocery;Brülle SB;;;;;50034793;50115368;50034793;Brülle SB Zentralmarkt GmbH & Co KG;;Benzstr. 17;49076;Osnabrück;Krystian;03 - Niedersachsen;;DE56;;;;Ja;06:25:00;48er;Fax/Mail;;0;01;X;;;;;Nein;Nein;;;;no;;;;;;;06:00 - 13:30;;;;;4260256022355;QCBDR+1DE237592;QCBDR<1DE237592840538;Daniel Meissner;;;;;;;MR;1;CK
inaktiv;2016 gelöscht/ 2019 Wiederaufnahme / keine Order seit Sept 2022;Grocery;Brülle SB;;;;;50035014;53628610;50035014;SB-Zentralmarkt E. Friedhoff;Brülle und Schmeltzer GmbH;Ostpreussenstr. 6;34454;Bad Arolsen;;07 - Rheinland-Pfalz;;DE30;HAJ;;;Nein;06:25:00;48er;Fax/Mail;;;WO;;;X;;;Nein;Nein;;;;no;;;;;;;;;;;;4260244472162;QCBDR+1DE178684;QCBDR<1DE178684823804;Maik Amendt;;;;;;;MR;1;CK
inaktiv;2016 gelöscht/ 2019 Wiederaufnahme / keine Order seit Sept 2022;Grocery;Brülle SB;;;;;50034551;53628610;50034551;SB-Zentralmarkt E. Friedhoff;Brülle und Schmeltzer GmbH;Mercklinghausstrasse 13-17;59557;Lippstadt;;06 - Hessen;;DE30;;;;Nein;06:29:00;48er;Fax/Mail;;;01;;;X;;;Nein;Nein;;;;no;;;;;;;;;;;;4260244472087;QCBDR+1DE178684;QCBDR<1DE1786844403;Maik Amendt;;;;;;;MR;1;CK
inaktiv;2016 gelöscht/ 2019 Wiederaufnahme / letzte Order Sept 2022;Grocery;Brülle SB;;;;;50034207;53628610;50034207;SB-Zentralmarkt E. Friedhoff;Brülle und Schmeltzer GmbH;Im Dörener Feld;33100;Paderborn;;06 - Hessen;;DE30;Bielefeld;;;Nein;06:25:00;48er;Fax/Mail;;;WE;;;X;;;Nein;Nein;;;;no;;;;;;;;;;;;4260244472124;QCBDR+1DE178684;QCBDR<1DE178684431758;Maik Amendt;;;;;;;MR;1;AW
inaktiv;AT7/prepayment ab 23.03./ letzte Order 06.12.2022;V&WS;Budde;;;;;50034868;50034868;50034868;Herbert Budde GmbH;;Winkhauser Weg 140a;45473;Mülheim Ad Ruhr;;05 - Nordrhein-Westfalen;;DE56;;;;Nein;09:00:00;48er;Tel;;0;01;;X;;;;Nein;Nein;;;;no;;;;;;;;;;;;;QCBDR+1DE133001;QCBDR<1DE133001003946;Daniel Meissner;;;;;;;CB;1;MH
aktiv;;Grocery;Bünting;;;;;50034305;53600094;50034305;Bünting Ek.u.Lo Dienstl.GmbH&Co.KG;;Gewerbestr 19 - 21;26845;Nortmoor;Krystian;03 - Niedersachsen;;DE54;;;;Ja;06:21:00;48er;EDI;;0;01;;;;;X;JA;Nein;;;;no;;;;;nein;ja;6:00-14:00 Uhr / Zeitfenster bei MERCAREON buchen;;NEIN;;;4306286465;QCBDR+1DE874772;QCBDR<1DE874772694028;Erik Listemann;;;;;;;AW;1;SdS
aktiv;;Grocery;Bünting;;;;;51764321;53600094;51764321;Bünting Ek.u.Lo Dienstl.GmbH&Co.KG;;Eichfeld 3;33154;Salzkotten;Krystian;05 - Nordrhein-Westfalen;;DE30;Bielefeld;;;Ja;06:21:00;48er;EDI;;0;01;;;;;X;JA;Nein;;;;no;;;;;nein;ja;6:00-18:00 Uhr / Zeitfenster bei MERCAREON buchen;;NEIN;;;438803600;QCBDR+1DE874772;QCBDR<1DE874772996495;Erik Listemann;;;;;;;AW;1;MR
aktiv;;Grocery;Bünting;;;;;50034285;53600094;50034285;Bünting Ek.u.Lo Dienstl.GmbH&Co.KG;;Hansastr.77/84;49134;Wallenhorst;Krystian;03 - Niedersachsen;;DE56;;;;Ja;06:21:00;48er;EDI;;0;01;;;;;X;JA;Nein;;;;no;;;;;nein;ja;6:30-14:00 Uhr / Zeitfenster bei MERCAREON buchen;;NEIN;;;4306286229;QCBDR+1DE874772;QCBDR<1DE874772436824;Erik Listemann;;;;;;;AW;1;MR
aktiv;;V&WS;Cames;;;;;50033871;50033871;50033871;Peter Cames GmbH & Co. KG;;Moselstr. 3;41464;Neuss;Krystian;05 - Nordrhein-Westfalen;;DE56;;;;Ja;06:21:00;48er;EDI;yes;0;01;X;;;X;;Nein;Nein;;;;no;;;;;rampenfähiges Fahrzeug;ja;Mo. - Fr. 07:00 - 11:00;;JA;;;4031300001592;QCBDR+1DE508162;QCBDR<1DE508162923912;Daniel Meissner;;;;;;;MR;2;MH
aktiv;;Grocery;Citti;;;;;50033752;50034658;50033752;CITTI Märkte GmbH & Co. KG;;Langberger Weg 4;24941;Flensburg;Krystian;01 - Schleswig-Holstein;;DE54;;;;Ja;06:25:00;48er;Fax/Mail;;0;01;;;;X;;Nein;Nein;;;;no;;;;;;;07:30 - 14:30;;NEIN;;;4306286298;QCBDR+1DE118045;QCBDR<1DE118045093305;Berthold Raasch;;;;;;;CB;1;CB
aktiv;switch KD# von 50034658 auf 50081460 auf 50034658;Grocery;Citti;;;;;50081460;50034658;50034658;CITTI Märkte GmbH & Co. KG;;Mühlendamm 1;24113;Kiel;Krystian;01 - Schleswig-Holstein;;DE54;;;;Ja;06:25:00;48er;Fax/Mail;;0;01;;X;;;;Nein;Nein;;;;no;;;;;;;06:00 - 09:00;;NEIN;;;439990195649;QCBDR+1DE118045;QCBDR<1DE118045294526;Berthold Raasch;;;;;;;CB;1;MR
